alt,Mach,TRA,T2,unit,cycle,Fc,hs,RUL,T48,T50,P50,Wf,Nf,Nc,T24,T30,P15,P21,P24,Ps30,P40,P2,T40,P30,P45,W21,W22,W25,W31,W32,W48,W50,SmFan,SmLPC,SmHPC,phi,fan_eff_mod,fan_flow_mod,LPC_eff_mod,LPC_flow_mod,HPC_eff_mod,HPC_flow_mod,HPT_eff_mod,HPT_flow_mod,LPT_eff_mod,LPT_flow_mod
22490.0,0.6359850168228149,77.6947555541992,503.314637563808,1.0,1.0,2.0,1.0,77.0,1739.64241060264,1165.60586474857,11.642725965125301,2.8961721036299504,2150.2566467209303,8405.71482316791,581.313171758889,1379.70162461474,14.658390141333198,14.8816143566835,17.724755120823897,267.52885137944304,272.13790358635504,11.5526668826775,2686.3709145878697,284.961155587806,50.520748736837795,2159.30514679843,191.910475207322,191.87490520934102,22.173973177853398,13.304383906712001,180.38603620261003,190.938407821454,19.6068990250215,9.20505927377815,30.6038724453471,40.685599911965106,0.0,0.0,-0.0008545848591644,-0.0009810812920693,-0.0001121914965606,-0.0007142402390534,0.0,0.0,0.0,0.0
21610.0,0.6319057494401931,79.1888885498047,507.86250716321774,1.0,2.0,2.0,1.0,76.0,1760.652212307115,1171.3335932481375,12.0759383193744,3.089587700554493,2150.3230678744876,8463.796135912127,588.1140063416475,1397.5920115507452,15.45404489006115,15.689385675188948,18.55708523799935,281.78731791092775,286.8871553567935,12.067471283573251,2716.0603066551175,300.40539827936504,53.1671219074992,2182.0598724098472,200.2746909363915,200.27424386860923,23.16614505697945,13.89968703418765,188.51185358415924,199.52586543168027,20.292065877914876,9.226298260452594,30.812680372313775,40.925947572557774,0.0,0.0,-0.0008479059438466,-0.0009627754841106,-0.0001196528035625,-0.000707224747798,0.0,0.0,0.0,0.0
21744.25,0.63951301574707,77.9584274291992,506.54444873708826,1.0,3.0,2.0,1.0,75.0,1739.99405683849,1159.9869811804424,11.791723723817976,2.926453085686094,2127.7844663180326,8418.446101254543,583.5725306733948,1383.60434201324,15.013207963475,15.241835495913698,18.226160642619625,267.937256411695,272.82664256487703,11.846193319196127,2686.621130237275,285.6823482354735,50.71462687361475,2210.454215212247,192.08658427716026,192.07177523580998,22.197228449730023,13.318337069838002,180.5629705012135,191.12353547454353,21.026153192567076,9.109731797908946,30.954281612370274,40.56743693906408,0.0,0.0,-0.0008467757667029,-0.0009483427987117,-0.0001295820961895,-0.000704058607041,0.0,0.0,0.0,0.0
21234.0,0.6390089988708499,68.11474609375,506.81011276220903,1.0,4.0,2.0,1.0,74.0,1664.7006973206198,1150.03460055609,11.6171848841692,2.88642219298841,2026.5270737735602,8350.625346465971,585.240202181158,1361.99943445986,15.0295317773982,15.2584078958357,18.4390002233489,271.361191465962,276.356086621676,11.8215112754218,2576.6442750727697,289.37810117453,51.105535759124606,2277.11043502012,196.62103900409699,196.620014002722,22.734489154071497,13.640693492442901,184.777346412827,195.592242419805,20.0440644369596,8.4719903113389,29.946698194868603,38.4049371876331,0.0,0.0,-0.0008504754290231,-0.0009377423011189,-0.0001415921073139,-0.0007044429093895,0.0,0.0,0.0,0.0
20851.75,0.6172109842300421,76.2885208129883,506.15799213185625,1.0,5.0,2.0,1.0,73.0,1757.4200206272626,1178.30889814528,12.17241176334265,3.1422126039984555,2147.45932725297,8451.242587110628,586.276613562336,1393.98414391688,15.1363871160423,15.366890473139351,18.549815171396276,278.80447183878925,283.51987697958475,11.869035839622475,2711.722318977705,296.87945233464325,52.74387884959985,2272.9844575038724,199.45149914564502,199.45253827916576,23.069081084226454,13.8414486505359,187.51506900155098,198.485285142165,19.9941680719755,9.31500883943814,31.488786718458975,40.91858638470833,0.0,0.0,-0.0008582788275199,-0.0009309335507788,-0.0001553179542385,-0.0007081014303509,0.0,0.0,0.0,0.0
20980.5,0.5999332517385483,75.4975128173828,506.34700322537,1.0,6.0,2.0,1.0,72.0,1736.7286969460274,1157.8862819759524,12.384600278597677,2.88027656296134,2143.4992258503676,8385.013791591307,579.8043635203132,1373.3385466917775,14.812173762131401,15.037739860031927,17.980771289482874,267.52536881783146,272.432947748975,12.095921496213526,2682.8389773458975,285.27010235494777,50.37110018284153,2161.299597347357,193.43998453435424,193.44025498795776,22.358880120452476,13.4153280722715,181.96403809470723,192.5985364261305,19.943443403662975,9.781222446067652,30.764776925875474,40.74212215147565,0.0,0.0,-0.000869468094284,-0.0009278783097146,-0.0001704249004009,-0.0007147863266327,0.0,0.0,0.0,0.0
21630.0,0.6340320110321039,77.51898193359379,505.25531709092996,1.0,7.0,2.0,1.0,71.0,1749.4850463908099,1168.7453892389901,12.2119985032827,3.04346715295637,2139.0303487811398,8445.80861373048,586.917992420903,1392.1475509530499,15.387738408863498,15.622069450622801,18.0901239083868,283.544611301968,288.538758192744,11.789163033828,2700.0505675253603,302.134825332716,53.4335173693221,2207.18968443165,203.62779635369702,203.62858056739398,23.562376079523396,14.137425647714,191.785828389939,203.001983661192,20.250229098394698,9.15987166419817,31.2277233280974,40.6872827981715,0.0,0.0,-0.0008833488235944,-0.0009285418783159,-0.0001866152919787,-0.0007242829660683,0.0,0.0,0.0,0.0
20993.0,0.621810019016266,67.7631912231445,506.20765230762396,1.0,8.0,2.0,1.0,70.0,1674.4294863968898,1155.75526549142,12.3886784213272,2.8952498049796302,2025.1979491284199,8365.62582279203,584.1480416594931,1367.4000983029302,15.0608245635972,15.2901772219261,18.4284239893573,270.404856788251,275.38209631271803,12.045232743861401,2590.85827613007,288.35821603426,50.9170571036205,2234.19604476251,196.508891208075,196.506241196876,22.721049741381,13.632629844828598,184.64826979737998,195.458539083785,19.935183567308396,9.124761770738198,30.276660821289898,38.6015187039942,0.0,0.0,-0.0008992647444776,-0.000932894023514,-0.0002036345045352,-0.0007364137871003,0.0,0.0,0.0,0.0
20851.75,0.6172109842300421,76.2885208129883,506.15799213185625,1.0,9.0,2.0,1.0,69.0,1757.0984175506223,1178.0590328793976,12.172446413861625,3.1417093395504923,2147.459326958615,8451.11168995843,586.2575279497675,1393.8251398360874,15.1363329317273,15.366835463682573,18.5485548657319,278.8135689841048,283.53046165171327,11.869035839622475,2711.2455798433048,296.89053576095625,52.74618925079447,2273.002051262045,199.47828083913825,199.47932827876576,23.072245652929197,13.843347391757526,187.5398568570345,198.51154609188652,19.99525570458015,9.342109164467114,31.472668123647125,40.910713484160446,0.0,0.0,-0.0009166115079933,-0.0009409094776031,-0.0002212757603495,-0.0007510411107601,0.0,0.0,0.0,0.0
22724.0,0.6586650013923651,78.3099899291992,503.1003906797702,1.0,10.0,2.0,1.0,68.0,1755.6768578531423,1177.1077200268473,11.7399491226903,3.135448940882945,2139.2766749961825,8468.147364628436,586.57867039873,1399.3975737021376,14.72601647604355,14.950270534054425,17.9953659563344,279.0642858657415,283.6293382445517,11.5174754229506,2708.718667130617,296.9940714602632,52.83080375786621,2134.67670534139,195.9147999536495,195.910787412969,22.650711763156927,13.590427057894152,184.37744008736001,195.152749351509,19.639011687413777,9.13280993408679,30.333300111790376,40.7553162178881,0.0,0.0,-0.0009348492767714,-0.000952567999839,-0.0002393837063742,-0.000768068854869,0.0,0.0,0.0,0.0
20855.0,0.621369004249573,77.16741943359379,503.54795409050496,1.0,11.0,2.0,1.0,67.0,1738.784737956575,1157.8854529979299,11.968363900595849,2.9116174685638803,2133.155178538855,8414.388332959585,582.0893905056485,1382.5637762203,14.655011021804501,14.87818377848175,17.916256516213302,268.8818432187875,273.86584912798503,11.83143732297185,2685.022632097035,286.7705226471055,50.70323526746015,2165.6756991932752,192.745841282264,192.757489242944,22.2782284168228,13.3669370500937,181.235070930798,191.83062403081598,19.78787571099825,9.14827565831255,30.8622812934983,40.5499665093149,0.0,0.0,-0.0009535138308697,-0.0009678540069449,-0.0002578566750059,-0.0007874431279812,0.0,0.0,0.0,0.0
22724.0,0.6586650013923651,78.3099899291992,503.1003906797702,1.0,12.0,2.0,1.0,66.0,1755.71189954076,1177.1373124818126,11.739865087109825,3.1354772394696977,2139.2766785192753,8467.926788767898,586.5652953615813,1399.3999443400126,14.726026231256926,14.950280437824276,17.994927271502476,279.057547763358,283.622155774858,11.5174754229506,2708.7724559878075,296.98655054958954,52.829469517741146,2134.6723595555723,195.9081399893575,195.90412626345525,22.649924914870653,13.589954948922426,184.37117313148772,195.14611622998527,19.6387764631232,9.15042408692593,30.319635847673275,40.75666914940518,0.0,0.0,-0.0009722259379018,-0.0009867557923085,-0.0002766475840745,-0.0008091517086245,0.0,0.0,0.0,0.0
23992.0,0.664712965488434,77.43109130859379,504.502041774675,1.0,13.0,2.0,1.0,65.0,1720.1342884891374,1152.0333664758275,11.515261145738501,2.7701226759937625,2128.5078039578925,8370.08708186693,576.7239508943233,1368.4880928619575,14.375741096695002,14.594661011873125,17.092250520753424,252.30855181372627,256.44765736969924,11.6489095355364,2658.4253269973074,268.53157839759075,47.750255614283745,2065.508123399505,180.04149838686547,180.035645913811,20.775460673568976,12.465276404141376,169.0745080696765,178.97625552812025,20.234769654471126,9.067222571618853,30.614120915769426,40.27005440277048,0.0,0.0,-0.0009906987756928,-0.0010092643665361,-0.0002957634676439,-0.000833222442864,0.0,0.0,0.0,0.0
23994.0,0.6530579924583441,78.0463180541992,493.39592021054045,1.0,14.0,2.0,1.0,64.0,1722.9690648231274,1140.3009917301824,10.5054369555709,2.5541663508518626,2143.0067687784626,8351.362012222224,570.660987970757,1363.28447259095,13.443042048541724,13.64775842491545,16.130524579163875,237.37372579607924,241.71491167979727,10.331775232291726,2663.4208480927773,253.1046195599975,44.713948108873225,1988.18062106569,175.152002135769,175.1572317044445,20.199197995087474,12.119518797052475,163.99227401086677,173.63102105117477,19.486882233209826,9.874528254764126,28.89172169649785,40.610228514443804,0.0,0.0,-0.0010087432413885,-0.0010353719637025,-0.0003152636643378,-0.0008597206193797,0.0,0.0,0.0,0.0
22984.0,0.6228652447462082,69.9604415893555,505.78490333975446,1.0,15.0,2.0,1.0,63.0,1701.0113940799001,1159.27425891266,12.521959755616923,2.877731828930653,2094.5956848912547,8334.10540034881,580.7242431334267,1357.3877210857777,15.241049080749125,15.473146274872175,18.3099576608918,268.143433918568,273.003902676971,12.13025009881815,2631.4197480204452,285.86796091829376,50.4757596259632,2216.3751416347477,194.78491395006125,194.78548886043475,22.5177858716388,13.51067152298325,183.00032575444177,193.713992564555,20.20649967255045,9.20494630981964,30.375592872729847,39.88658255543427,0.0,0.0,-0.001026271030746,-0.0010650702677492,-0.0003352567239355,-0.0008887454053992,0.0,0.0,0.0,0.0
23994.0,0.6530579924583441,78.0463180541992,493.39592021054045,1.0,16.0,2.0,1.0,62.0,1723.01847070276,1140.3395802077025,10.505410250259175,2.5542242323713698,2143.0067700589075,8351.604336542998,570.6608062627065,1363.3087074988275,13.443050816592775,13.647767326490126,16.129851889753976,237.372860354593,241.71474779923176,10.331775232291726,2663.4975741334824,253.10444795731024,44.71354697492667,1988.1791053514949,175.151249769167,175.15563110379827,20.19900892413615,12.119405354481724,163.99017090071874,173.63052369531826,19.4866721569114,9.889288184420316,28.907519181447725,40.611472422892454,0.0,0.0,-0.0010432954239387,-0.0010983484217115,-0.000355896124955,-0.0009204254483279,0.0,0.0,0.0,0.0
21390.5,0.609619468450546,82.5287094116211,505.83744866429004,1.0,17.0,2.0,1.0,61.0,1767.8390071979352,1172.509645180145,12.32737029911975,3.01629080654578,2164.9970980308954,8462.807775961264,581.9450251946645,1397.542344355735,15.184610475981398,15.415848198965898,18.4062944542563,268.90340765737596,273.665511533129,12.000438143676352,2726.7820894444,286.56074506086804,50.7475853244058,2238.8269998348696,194.9976337031645,194.99771725978252,22.542855351311804,13.5257132107871,183.1892475379655,193.90487493675602,20.63782743559375,9.54746813841009,31.23643894526795,41.2077493717203,0.0,0.0,-0.0010599297682129,-0.0011351908885683,-0.0003773749249616,-0.0009549137662435,0.0,0.0,0.0,0.0
20445.0,0.620990991592407,78.9252166748047,507.543272994776,1.0,18.0,2.0,1.0,60.0,1767.10591793405,1175.94965417804,12.612690622672,3.1055554286283304,2158.56264916421,8473.177648686691,586.597215608291,1400.9317726282097,15.5503408868952,15.7871481085231,18.1925070920095,283.345885211627,288.335965779969,12.3061378371949,2725.39624381463,301.92247725651197,53.402402951732796,2237.58335875344,201.19027350388802,201.190961015243,23.274432269925605,13.964659361955302,189.397000356956,200.456495675158,19.4998314655512,9.281574815775869,31.9174140715939,41.082095689477605,0.0,0.0,-0.0010763837017238,-0.0011755752363358,-0.0003999194906253,-0.000992382065119,0.0,0.0,0.0,0.0
15289.75,0.559125006198883,60.9077682495117,516.3106874766376,1.0,19.0,2.0,1.0,59.0,1679.01582174847,1183.0902091028925,14.009460808683649,3.2249165236942603,1978.7751139853722,8401.322509362522,592.2281739136173,1378.8581054462725,16.837409604264675,17.093816857121524,19.93524996838475,298.1364191734373,303.6511434306725,13.777931435656,2598.302081711255,317.95931249285053,56.157463163063,2372.5686405980823,215.31813706561852,215.34770014698174,24.94669707986225,14.96801824791735,202.7465942810945,214.587681052336,20.159902557812373,8.997748620367956,30.228704622673803,38.46717683462545,0.0,0.0,-0.0010929572154339,-0.0012194699214879,-0.0004237824754564,-0.0010330146314141,0.0,0.0,0.0,0.0
21948.25,0.5841990113258361,75.2338409423828,505.51368327117,1.0,20.0,2.0,1.0,58.0,1708.2839086953,1144.7825613868026,12.269594347393374,2.72158560139542,2110.20762775009,8334.867345465054,574.2871316747195,1357.6530597637575,14.815362893620776,15.040977556975449,17.6352635915618,251.27737670573774,255.678313807273,12.024863195170251,2642.307327841665,267.72598304426475,47.34156761377302,2124.0535239830474,183.7176448098295,183.71725511384847,21.21035076032335,12.726210456194025,172.19584550616025,182.30181982740476,19.866947037715224,9.687429285382116,31.1092242325388,40.1683303354137,0.0,0.0,-0.0011100326997615,-0.0012668321438941,-0.0004492352291697,-0.0010770019553218,0.0,0.0,0.0,0.0
12092.0,0.515591979026794,60.556209564209006,504.35967248644897,1.0,21.0,2.0,1.0,57.0,1667.9570112726901,1156.64649477515,12.6224319244261,2.9124832190602405,1988.3188525247,8341.475545784358,581.4187257489141,1359.46640572877,15.320647191647199,15.553956539743302,18.5892693986949,270.982354834192,275.836430540847,11.8442589279373,2582.05538469735,288.833958681515,51.07756695026529,2204.02172468053,195.205284615191,195.212224796609,22.568194054099397,13.5409164324596,183.477905432206,194.21695661000302,19.405077955681,9.1913751106943,30.3529987040212,38.5466740879318,0.0,0.0,-0.001128065168451,-0.0013176058432897,-0.0004765598334379,-0.001124534242424,0.0,0.0,0.0,0.0
19989.0,0.645308971405029,67.6753005981445,506.08911998197897,1.0,22.0,2.0,1.0,56.0,1657.9169687295098,1163.89418829747,12.199747836658599,2.93716575774725,2037.6409192927,8313.40577307582,581.893181065177,1351.61033733639,15.1524550508715,15.3832030973315,18.3902038805376,269.051083875494,273.973160532042,12.0467152512842,2567.84972827863,286.882890609468,50.647837367772,2212.67265705062,195.30942077151101,195.301591379602,22.5787504817154,13.5472502890293,183.48131086346802,194.226493973998,20.069987981185,9.040665955588171,30.504077344372696,38.666901008875996,0.0,0.0,-0.0011475708928185,-0.0013717199020155,-0.0005060409642273,-0.0011757949698573,0.0,0.0,0.0,0.0
21383.0,0.607005000114441,78.6615524291992,511.597611716575,1.0,23.0,2.0,0.0,55.0,1761.8047906542397,1181.00495186998,13.6307786662098,3.094869068995,2158.24012728172,8463.72742573917,585.2928956795311,1398.1144539205402,16.1203472953903,16.3658348176551,19.862026266300003,290.467184608541,295.871082111095,13.0060911532736,2717.56365645716,309.81265142523,54.58498436836471,2281.62098069369,210.280264711116,210.280435145058,24.34812640151,14.608875840906,197.805363066632,209.371006591186,19.7400575605352,9.19012544147356,31.8857691600776,40.9567388807281,0.0,0.0,-0.0012871026329742,-0.0013342892618525,-0.0005318737179129,-0.0009407089485128,0.0,0.0,0.0,0.0
