alt,Mach,TRA,T2,unit,cycle,Fc,hs,T48,T50,P50,Wf,Nf,Nc,T24,T30,P15,P21,P24,Ps30,P40,P2,T40,P30,P45,W21,W22,W25,W31,W32,W48,W50,SmFan,SmLPC,SmHPC,phi,fan_eff_mod,fan_flow_mod,LPC_eff_mod,LPC_flow_mod,HPC_eff_mod,HPC_flow_mod,HPT_eff_mod,HPT_flow_mod,LPT_eff_mod,LPT_flow_mod
22490.0,0.6359850168228149,77.6947555541992,503.314637563808,1.0,1.0,2.0,1.0,1739.1665252430498,1165.3015326613001,11.643220549748099,2.8959082446841604,2150.25664458898,8405.03711148771,581.312952688769,1379.50326886285,14.6581923797371,14.881413583489401,17.726750113111,267.58876390268995,272.18826882761397,11.5526668826775,2685.66862911092,285.013894060329,50.532500778606604,2159.35404596962,191.97614869801498,191.939487369819,22.1816019455598,13.308961167335902,180.453131852689,191.008450926278,19.6100875913936,9.15341985319956,30.532717222248397,40.673025355490005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002651517908171,-2.917954091427675e-05
21610.0,0.6319057494401931,79.1888885498047,507.86250716321774,1.0,2.0,2.0,1.0,1760.7515493777878,1171.580547583875,12.077216588435398,3.0904131562063104,2150.3230468583097,8462.649301864667,588.1253305582272,1397.6532213134976,15.4539969714598,15.689337026862752,18.560084334703554,281.8656058978025,286.9713886804302,12.067471283573251,2716.210322334445,300.49360071249276,53.18144024046963,2182.08022625836,200.32834169315876,200.32789614864947,23.172482732559224,13.9034896395355,188.55998715934277,199.57851648586427,20.293419733074273,9.164323624021613,30.691922769402428,40.9283863579987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002603229331778,-2.858384179672043e-05
21744.25,0.63951301574707,77.9584274291992,506.54444873708826,1.0,3.0,2.0,1.0,1739.8231545914177,1159.8955695907175,11.792109875627276,2.9264767848488056,2127.784461440825,8417.58072030645,583.586653609709,1383.4864114838626,15.013177785092351,15.24180485796175,18.228610076728724,267.9774516363002,272.86121095286273,11.846193319196127,2686.31086626302,285.7185455003798,50.72639313076465,2210.4817496337027,192.1166086960605,192.11042483821976,22.201793934014727,13.321076360408826,180.59974650369227,191.16244481116104,21.02718745598985,9.055124052420005,30.86754269648205,40.56295434601425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002586895495342,-3.22954856873366e-05
21234.0,0.6390089988708499,68.11474609375,506.81011276220903,1.0,4.0,2.0,1.0,1664.75772428995,1150.08489730561,11.617448985057699,2.8866707687529503,2026.52707252057,8349.38928578254,585.259167935925,1361.94890055144,15.029513399516599,15.258389238088,18.4426058347353,271.373484106484,276.368109134985,11.8215112754218,2576.64248983076,289.390690193701,51.1166123821361,2277.12155966012,196.631926800527,196.63175192753502,22.73587569644,13.641525417864,184.788994669528,195.602396075808,20.0451083955783,8.40497333076592,29.848481433912802,38.402935325978795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002601386124145,-4.009013683968499e-05
20851.75,0.6172109842300421,76.2885208129883,506.15799213185625,1.0,5.0,2.0,1.0,1757.0847814652752,1178.245550098025,12.172998871103049,3.142810574487323,2147.459325761485,8450.296089990363,586.261250970711,1393.8095139807224,15.1361835870341,15.366683844704651,18.551238881904524,278.903300115697,283.6318788979235,11.869035839622475,2711.2099324204,296.99673183028654,52.76646390281442,2273.04523542274,199.55177980647352,199.552589407913,23.08089962380975,13.848539774285875,187.60988115031378,198.58574731463148,19.998409194041724,9.276246689231733,31.373591098489523,40.91041845864227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002645362823312,-5.173715843369113e-05
20980.5,0.5999332517385483,75.4975128173828,506.34700322537,1.0,6.0,2.0,1.0,1736.2211337090275,1157.6327850489274,12.3851447265599,2.8803065298368598,2143.499227251778,8384.231824085657,579.7947004468316,1373.1149390129826,14.812096809829626,15.0376617358676,17.98185537418485,267.623218040712,272.53499303851646,12.095921496213526,2682.0884550017477,285.376956061274,50.390519447658725,2161.36361388275,193.53615513323098,193.54181855383877,22.3708773166722,13.422526390003352,182.061467736627,192.70162453393925,19.947608722412077,9.749846295346,30.659771751011974,40.72907183623975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000271728233909,-6.700266732641465e-05
21630.0,0.6340320110321039,77.51898193359379,505.25531709092996,1.0,7.0,2.0,1.0,1749.4246417146398,1168.8051585853,12.212399194567599,3.04408107131748,2139.03035719973,8445.0705750676,586.924907370481,1392.14076100198,15.3877026124739,15.6220331091105,18.093434969194,283.624590832338,288.620850570239,11.789163033828,2699.96543050773,302.220785937423,53.445806829804106,2207.22904456526,203.688590153345,203.689374027619,23.569557307012502,14.1417343842075,191.844053044151,203.056677331881,20.252837318390103,9.09904454264671,31.1426854807427,40.6854599859623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002815402459283,-8.56525340426845e-05
20993.0,0.621810019016266,67.7631912231445,506.20765230762396,1.0,8.0,2.0,1.0,1674.04210353918,1155.57834939959,12.388893128991,2.8951269869326604,2025.19794907816,8364.66872622,584.143006420941,1367.24615739937,15.0607118024928,15.2900627436475,18.4300614145195,270.44501295188,275.424465878775,12.045232743861401,2590.25897983191,288.402582072016,50.928234981255706,2234.23127926021,196.55662335580502,196.55401148256502,22.726692606378002,13.636015563826803,184.69753730834302,195.499295286726,19.9376041760123,9.091600241876609,30.1825533102323,38.5918117098845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002937790863416,-0.000107455288949
20851.75,0.6172109842300421,76.2885208129883,506.15799213185625,1.0,9.0,2.0,1.0,1757.26675698212,1178.3162212941,12.172673201747324,3.1427136114212475,2147.45932494703,8449.975809482054,586.275912184762,1393.7434538023076,15.1362581309174,15.366759523774052,18.552035885579023,278.8561491479812,283.58598181404574,11.869035839622475,2711.339621303705,296.948672056592,52.7734262943269,2273.0183793792976,199.51490828242675,199.51577061466327,23.076550403857077,13.845930242314251,187.57497823115125,198.5486656859235,19.9969315034491,9.259600506728258,31.3664935388458,40.91548131292443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003082337218416,-0.0001321848983487
22724.0,0.6586650013923651,78.3099899291992,503.1003906797702,1.0,10.0,2.0,1.0,1755.2238915121275,1176.80810395794,11.740615058005123,3.135094411418942,2139.2771422330075,8466.858047432956,586.5730405799993,1399.0251083502048,14.725949597397651,14.950202636951925,17.99683316425245,279.10680330812926,283.6735615873313,11.5174754229506,2707.8956306382274,297.040378625478,52.85602863360332,2134.7161963899325,195.97533217642126,195.97131476143875,22.657861556194923,13.59471693371695,184.43427130093576,195.21291104528424,19.642061345758023,9.086727538523917,30.224975099405924,40.74448619977215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003246768789959,-0.0001596233776392
