fan_eff_mod,fan_flow_mod,LPC_eff_mod,LPC_flow_mod,HPC_eff_mod,HPC_flow_mod,HPT_eff_mod,HPT_flow_mod,LPT_eff_mod,LPT_flow_mod
0.0,0.0,0.0,0.0,-0.00012755072464163504,-0.0007167736394214199,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00013228828624690372,-0.0007108762355650337,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00013899419827249513,-0.0007085353171217296,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0001475176834788007,-0.000709538826315902,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00015771833536625847,-0.0007136728185707349,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00016946801990712097,-0.0007207242658778838,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00018265250343560456,-0.0007304837693098811,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00019717277845754345,-0.0007427481421542204,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00021294606488932383,-0.0007573228275632249,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00022990647053746814,-0.0007740241176590066,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.000248005301360489,-0.0007926811446515875,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0002672110190814936,-0.0008131376186484313,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00028750885090051857,-0.0008352532913747596,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00030890006323577726,-0.0008589051298962137,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00033140091845152656,-0.0008839881895380325,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0003550413402507611,-0.0009104161804298549,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0003798633196718305,-0.0009381217273609268,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00040591909928433317,-0.0009670563278071529,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0004332691780972362,-0.000997190017980161,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00046198018374866805,-0.0010285107614525554,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0004921226616383424,-0.0010610235792400035,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0005237688327042488,-0.0010947494440856258,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0005569903724723562,-0.001129723965021756,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0003989229388529471,-0.000981943596313064,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.00038447149442365257,-0.000985143065699066,0.0,0.0,0.0,0.0
