alt,Mach,TRA,T2,unit,cycle,Fc,hs,T48,T50,P50,Wf,Nf,Nc,T24,T30,P15,P21,P24,Ps30,P40,P2,T40,P30,P45,W21,W22,W25,W31,W32,W48,W50,SmFan,SmLPC,SmHPC,phi,fan_eff_mod,fan_flow_mod,LPC_eff_mod,LPC_flow_mod,HPC_eff_mod,HPC_flow_mod,HPT_eff_mod,HPT_flow_mod,LPT_eff_mod,LPT_flow_mod
30996.0,0.714168012142181,81.3861389160156,481.5366302545473,2.0,1.0,3.0,1.0,1693.7779009001201,1126.185388370855,8.618164569945563,2.4413464630861577,2118.6488403981075,8320.526849644364,565.0313664377591,1353.115288613915,11.349182991280198,11.522013189117,14.17751840157995,221.38880113356876,225.02269945097626,8.84052141709373,2620.3316968483723,235.625863299451,41.87562446956153,1778.2057075122896,159.7167687000315,159.71695017071175,18.3753147389153,11.025188843349175,149.48672740341675,158.27080395373673,19.559637478086927,9.32553926139729,29.509952105981398,39.97969671457477,0.0,0.0,0.0,0.0,0.0,0.0,-0.000628571762174,0.0,-1.934291778964061e-05,-1.8678582437597334e-05
24992.0,0.714483022689819,83.14393615722659,487.710988062096,2.0,2.0,3.0,1.0,1738.07335043712,1145.13130112744,9.277817205715367,2.6519993238894903,2154.89982842663,8390.33201871404,573.636116511165,1374.86798590788,12.242773796833301,12.4292119764805,15.351716609490197,237.106470236488,241.405502109286,9.4299585704348,2683.84339892832,252.780630480928,44.763564645018796,1922.6716482453,171.82057167838002,171.82115177417597,19.8051235533245,11.883074131994698,161.038703865133,170.479678608566,18.408522348014397,9.25867950146719,26.8176374201039,40.7560876187369,0.0,0.0,0.0,0.0,0.0,0.0,-0.000632662443944,0.0,-1.0524012287992277e-05,-1.0745943086799131e-05
33429.0,0.664461016654968,86.2200927734375,478.331766940312,2.0,3.0,3.0,1.0,1729.60131280461,1138.190001364,8.376230493326549,2.57857998020358,2148.42641951115,8371.77441357845,569.732863111679,1369.1869549143598,11.255809837751801,11.427218109392701,14.3379350653968,229.16277905744,232.90500686747,8.43001093236217,2671.4969225211303,243.8795883429,43.4277716409793,1788.39109054487,163.608084973274,163.640211239595,18.8387499526772,11.3032499716063,153.232352893916,162.229347174555,18.1091455586615,10.1953521852558,26.8454724092727,40.5661855590152,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006403440205054,0.0,-4.066772787345669e-06,-4.924297598285108e-06
27997.0,0.7253189682960509,80.8588027954102,481.837428866733,2.0,4.0,3.0,1.0,1700.8658061169351,1119.7136756515301,8.343329495321004,2.36532326569949,2128.18316108836,8306.197430258086,566.8885340674865,1348.7489235623802,11.29769804978195,11.4697442129766,14.315518568736099,220.749143413397,224.619716409511,8.697161403716155,2630.6518840793506,235.20389152828398,41.62369738382185,1793.2454571902053,160.44887408286002,160.452285483044,18.462176222684548,11.07730573361075,150.112809440056,158.93213533280397,19.1658456055725,8.983336874334565,27.783919770030103,40.0919709644866,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006509263025561,0.0,4.823697019459231e-07,-8.086233929517714e-07
26999.0,0.712719023227692,81.1224670410156,481.063060608929,2.0,5.0,3.0,1.0,1707.10005293032,1129.85144785776,8.55258135156966,2.48019642847519,2128.21032302155,8333.201481711,567.17221941122,1357.2871280161098,11.4780121993924,11.652804263342599,14.407367421802304,222.892276033427,226.543497591256,8.71676443928915,2639.39402603116,237.218322085085,42.213428212514295,1819.8589145005606,161.34245147675898,161.34267281385004,18.567353226136106,11.1404119356816,151.011778894185,159.882414133568,19.454381840784894,9.205883320920089,27.9975312921443,40.1695118813909,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006638495211469,0.0,3.5440131611298117e-06,1.97711127529498e-06
21993.0,0.6273539662361151,67.9829177856445,503.5860169600245,2.0,6.0,3.0,1.0,1672.5348358901902,1153.207019853845,11.5764838755772,2.91187183979881,2019.595740190135,8352.943899576456,585.2998386301226,1363.097693151235,14.95187110404155,15.179564572630998,18.492315342147304,272.6726580742835,277.682193900371,11.55866935201535,2587.4206684190995,290.7666951836345,51.3454948208649,2278.408412290625,197.4653902867015,197.465162583801,22.8343223302115,13.70059339812685,185.56863460946698,196.42923208107248,20.1155961591783,8.29075351458103,28.6720116927335,38.5103453888176,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006787090673267,0.0,5.484222580079412e-06,3.760666331831513e-06
27492.0,0.689598023891449,80.9466857910156,483.385703550236,2.0,7.0,3.0,1.0,1715.54980346099,1139.26609725931,8.922074761437631,2.61558625972965,2131.1696285464,8347.567368417609,571.463702343014,1361.6965744377,11.962758899693,12.144932893089399,15.2251665992405,234.100539325943,237.90903337676602,8.94978002188533,2651.34292697494,249.119406677242,44.34710058820609,1892.94997581632,169.630847202104,169.63007845155002,19.5463030170893,11.7277818102536,158.98616378513202,168.31455087346902,18.979916350551,9.21539366249222,27.596651091023396,40.2642468750792,0.0,0.0,0.0,0.0,0.0,0.0,-0.000695271350017,0.0,6.595747939356581e-06,4.8047061988357e-06
32069.0,0.7130339741706851,78.3978805541992,481.08920800015295,2.0,8.0,3.0,1.0,1657.0041784184,1103.02963050212,8.131130459439571,2.28727511158764,2074.34670378438,8250.23805392226,564.5030581064669,1331.42206140527,11.2343534257536,11.4054349500036,14.1168642535119,213.967476561238,217.734062655466,8.57474145890648,2567.23173950094,227.993782885305,40.4038748085193,1796.3342278910998,156.208487019207,156.204975370077,17.9604627155904,10.776277629354201,146.007750516614,154.594589838547,20.1591223186109,8.93768096764806,28.868989517157697,39.066289148365,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007134799984951,0.0,7.082991850415653e-06,5.293301804485447e-06
24991.0,0.6422534883022311,79.1009979248047,493.405977771803,2.0,9.0,3.0,1.0,1696.3834762371498,1141.15772526045,10.3812984832531,2.701731218109805,2114.3485007334502,8325.32325484107,571.6477369650236,1354.710620468505,13.06476210141435,13.263717869456151,15.96100039767275,246.46313114780202,250.48090399064745,10.4840987395416,2624.624963649035,262.2836691001545,46.6315734994966,1986.97651838366,175.580858926874,175.580151289165,20.2491553710326,12.149493222619551,164.6325067756975,174.27994237582254,19.69970426889255,9.575539168134025,29.36988825961875,40.08489227183409,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007334521750924,0.0,7.051509878069559e-06,5.322461376601516e-06
27898.0,0.658034980297089,82.2650375366211,480.278681356352,2.0,10.0,3.0,1.0,1676.5080123872901,1116.06633060111,8.499995550251,2.3765157154634102,2112.7031897444604,8275.592384432472,565.988763574309,1339.48207929107,11.4366560639025,11.6108183389873,14.314948769005197,222.20347165919998,226.01792036847,8.626954260843231,2595.22441383087,236.667979443424,41.9241439297865,1809.54725905514,161.286334721854,161.288315419236,18.5609322588973,11.136559355338399,150.919067953877,159.78980551533502,19.659102422767397,9.376373381259713,27.8921558139705,39.676817428930796,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007554653145293,0.0,6.502593755216245e-06,4.895186393785592e-06
27482.5,0.6465060114860529,78.3099899291992,482.698362918215,2.0,11.0,3.0,1.0,1709.209733157165,1133.973404510575,8.786014581355655,2.551623262288675,2112.54014781287,8340.943822619574,567.881520458898,1359.739230492275,11.596869321246249,11.773471392128199,14.4582424260186,229.1393882237295,232.895209039845,8.938684465268715,2642.248461221655,243.869328837534,43.385095823100244,1814.1684026812,164.8300284757365,164.828258966163,18.979088090378045,11.387452854226801,154.3678298531015,163.431881333692,20.140211784528752,9.191173415724124,28.934614154357202,40.082057187638895,0.0,0.0,0.0,0.0,0.0,0.0,-0.000779935134114,0.0,5.333222221454289e-06,3.921312877884454e-06
27992.0,0.7134749889373779,81.7377014160156,486.17611646618695,2.0,12.0,3.0,1.0,1708.9564883296675,1142.129531663735,9.083542434059016,2.64818836048729,2137.7707214588872,8350.181166348335,571.8004352329598,1362.2282954875425,12.020546829915475,12.203600842553776,14.896921171691849,234.99428760641698,238.8204442708965,9.286437375794712,2642.232093434587,250.07376363444672,44.53423494944743,1860.1506526984977,167.22633939847023,167.22529411322677,19.262237867124973,11.557342720274974,156.7605857836305,165.957916157564,19.65402888295843,9.126651452812641,28.350563992002474,40.287935857360004,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008073862309965,0.0,3.3413817662729123e-06,2.222146503455709e-06
21987.0,0.5492654740810394,66.6206207275391,489.782009910746,2.0,13.0,3.0,1.0,1628.943779523235,1126.8814883863502,10.12508496640325,2.452404834772765,1994.3187027206195,8243.38427229864,564.7260042898031,1329.4247945585798,12.769788319994099,12.964252101516799,15.4976589257607,230.90729888421652,235.028341415156,9.963416817533396,2527.24541651704,246.102975303828,43.517881927311805,1917.532414970995,168.846692414431,168.846647545215,19.453760241278502,11.672256144767102,158.0966465561005,167.38495692298,19.679014763720403,9.394071442032597,30.15064908892005,38.21470460913055,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008384169700379,0.0,2.3647697984931042e-07,-4.603522200071538e-07
