alt,Mach,TRA,T2,unit,cycle,Fc,hs,T48,T50,P50,Wf,Nf,Nc,T24,T30,P15,P21,P24,Ps30,P40,P2,T40,P30,P45,W21,W22,W25,W31,W32,W48,W50,SmFan,SmLPC,SmHPC,phi,fan_eff_mod,fan_flow_mod,LPC_eff_mod,LPC_flow_mod,HPC_eff_mod,HPC_flow_mod,HPT_eff_mod,HPT_flow_mod,LPT_eff_mod,LPT_flow_mod
10486.0,0.5226479768753051,59.237857818603494,510.96676812069256,1.0,1.0,1.0,1.0,1685.6116704993424,1161.4423198503875,13.023529627705475,3.038340025769805,1998.2405646279276,8387.155642351208,588.8517430748091,1373.492369404235,16.031542494169503,16.2756776590554,18.889181962221926,282.0342657192395,287.1511797738105,12.725808716225824,2606.2507664246327,300.6818636374977,53.161834395027995,2325.796065018475,202.81937563385003,202.81867015596924,23.4667054121739,14.0800232473043,190.77195229966648,201.92694211793275,19.391238874408053,8.27560889867277,31.274975346662874,38.7831123635099,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006129831631684,0.0,0.0,0.0
12727.0,0.5353897362947468,59.1499710083008,509.5151726251305,1.0,2.0,1.0,1.0,1661.708192471735,1149.3337736046976,12.61971090938575,2.8673671942278776,1986.1492207555148,8336.691211517207,584.361502974421,1358.291196624845,15.37477114758405,15.608904718359424,18.388580659819276,270.139173513315,275.12945976522326,12.495834960644151,2572.0102153792004,288.0936751468305,50.853210398254326,2266.2603906020277,195.99481728549898,195.98059767255376,22.6589581000704,13.595374860042226,184.13244580002052,194.91475971154426,19.774478653270474,8.190152131975552,30.911427377497702,38.36513038814892,0.0,0.0,0.0,0.0,0.0,0.0,-0.000625775022811,0.0,0.0,0.0
10016.0,0.456119984388351,58.358959197998,509.93411809188,1.0,3.0,1.0,1.0,1684.4707484866751,1164.176926940925,13.45996398827455,3.0624897695903153,1992.97396302907,8390.51626875048,590.547175178432,1374.5049521136953,15.91613061369545,16.158508237254203,19.2341000355077,284.88180243213344,290.0842036727645,12.8750174587172,2604.183149133335,303.7530928510625,53.6925138170224,2362.89922027989,205.14250991195502,205.142799355421,23.7412431738591,14.244745904315451,193.00061860783399,204.2817587508865,18.64745974765065,8.619192402168771,30.4928738843902,38.701089195936305,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006399811912737,0.0,0.0,0.0
10910.0,0.508535981178284,58.358959197998,516.602759584296,1.0,4.0,1.0,1.0,1673.13557596971,1178.6966147017401,14.023633037515399,3.1022695917628393,1983.15907738965,8358.22964571685,590.476748664836,1364.83385325471,16.5716341286479,16.8239940392365,20.4801842056034,296.33344300991,302.116537101036,13.785905461136599,2588.69208149804,316.352394870194,55.6298907827485,2412.20474418823,215.011563148938,215.00064644763,24.9057013616263,14.9434208169758,202.329238845752,214.154914864967,19.1787582072348,8.415942984790961,31.898968403322396,38.5682466321726,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006554897229663,0.0,0.0,0.0
14733.0,0.5649840235710141,70.66355895996091,511.615907683574,1.0,5.0,1.0,1.0,1791.0109231239398,1196.7632103025949,13.120932800131751,3.418402613314915,2142.235051234985,8532.553313676595,593.7290921319934,1419.8553753617548,15.700788788426049,15.9398870948488,18.357657692291802,297.1408901114635,301.9687007113995,12.895439106243302,2758.5732108533252,316.197592367958,56.34473636037325,2231.474326825495,206.87556849543648,206.874299779992,23.945776661511548,14.36746599690695,194.9842560001935,206.36224079434947,19.893234077440603,9.15984572544166,32.30769378101745,41.4069670895819,0.0,0.0,0.0,0.0,0.0,0.0,-0.000672188433637,0.0,0.0,0.0
14697.0,0.551186978816986,70.92723083496091,511.653489834435,1.0,6.0,1.0,1.0,1762.7493065000501,1188.16953411614,13.041729145255301,3.33038299918978,2110.27999431387,8493.14921337772,592.00888107333,1407.3629103897101,15.8493686612316,16.0907296053113,19.2443498750804,296.864808132721,301.964300174377,12.819559476373,2717.99646796083,316.192984475787,55.986297853695,2326.10074285624,209.628914285181,209.627468636228,24.2709947326545,14.5625968395927,197.45965193440102,208.983983645247,20.3439048038936,8.99264657961635,31.383565524477202,40.717216562759205,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006899656823688,0.0,0.0,0.0
10832.75,0.47376000881195096,59.677310943603494,512.5996609580857,1.0,7.0,1.0,1.0,1685.02504683186,1166.4010714494075,13.14374983118895,3.04049207375931,1998.0345879284325,8380.381100714427,587.7306206028657,1371.524201924535,16.2024557548992,16.449193659796098,19.62772156983585,285.74783626933197,291.1139069600782,12.926894575316576,2605.84029206888,304.8313161885632,53.70284274604953,2364.0451466636546,207.1688247320805,207.16868353960723,23.980550743116122,14.38833044586965,194.85466067703098,206.24892443993124,19.08275508390355,8.685070052163512,30.689899709542978,38.84297800282518,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007087111281312,0.0,0.0,0.0
10832.75,0.47376000881195096,59.677310943603494,512.5996609580857,1.0,8.0,1.0,1.0,1685.5371423351498,1166.8522458230175,13.143602586998801,3.041297656555985,1998.0344323441025,8380.009734537305,587.7447855896766,1371.4565804316076,16.2025445933668,16.449283851133824,19.628731721817424,285.7154292028975,291.0753049415608,12.926894575316576,2606.334615344235,304.79089522676475,53.69841285422285,2364.011970940968,207.11819006227898,207.11804882666775,23.97456951765015,14.3847417105901,194.80775331233602,206.20096421390502,19.081162953190123,8.667826418344834,30.6697123366448,38.85761416097718,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007283164540944,0.0,0.0,0.0
13209.75,0.567992255091667,71.4545669555664,512.0043109092251,1.0,9.0,1.0,1.0,1793.9032769309752,1207.62128972972,13.096384456094377,3.633363355072493,2136.5212754658896,8555.631481936747,600.7019945941528,1427.0276595930177,16.128162636014824,16.373769173619078,19.630108020441277,315.840646811369,321.04311811065475,12.855081684881151,2761.9572916559573,336.1708043043505,59.87736807618485,2394.2502917660922,219.19263941961475,219.1998669924185,25.40173428847945,15.24104057308765,206.84643836579124,218.90266340303126,20.1080553399133,8.834606022093448,31.093002762701175,41.31890170800815,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007486760534054,0.0,0.0,0.0
10068.0,0.527121007442474,60.292537689209006,509.8010715178398,1.0,10.0,1.0,1.0,1700.9995149892675,1171.0872169259826,13.49582311164445,3.1566831435066023,2013.4496538418475,8417.154306612012,592.2570795495972,1382.9211962923098,15.817915098131923,16.058797053941024,19.481829740748175,291.2977480891715,296.555699808114,12.78252412633585,2627.95760270967,310.52952859488323,54.92599535226063,2379.6368396303806,208.4305884360615,208.42903160671602,24.129429358543298,14.477657615125949,196.20231111641775,207.665799261319,19.340468278671278,9.038627732098679,31.05733978377075,39.08182021112488,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007696876706904,0.0,0.0,0.0
