fan_eff_mod,fan_flow_mod,LPC_eff_mod,LPC_flow_mod,HPC_eff_mod,HPC_flow_mod,HPT_eff_mod,HPT_flow_mod,LPT_eff_mod,LPT_flow_mod
-0.0004951548302059156,-0.0005149075606858643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.00048132086835724064,-0.0005046372246245608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0004748393643677941,-0.0005041998156312868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.00047439182829846216,-0.0005119470848185849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.00047877531072362464,-0.0005262250212122038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.00048693430251013983,-0.0005454150909821338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.000497988430357043,-0.0005679747035661504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0005112551760455622,-0.0005924758210017339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0005262669877744933,-0.0006176406639430507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0005427823126173594,-0.0006423735376314098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0005607902548254717,-0.0006657879017107383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0005805087496497472,-0.0006872279363262686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0006023763304668223,-0.000706284009472969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0006270377520594759,-0.0007228016222511919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0006553239088360474,-0.0007368835939948228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0006882266478489604,-0.000748885442125374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0007268692175263491,-0.0007594041057160279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.000772473209658224,-0.0007692603507577465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0008263229408855648,-0.0007794753728257511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0008897282782683608,-0.000791242273503549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0009639869400977306,-0.0008058932254270106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0006476203134726747,-0.000951985123476445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0006645699547214012,-0.0009247690532563895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0006977477759930791,-0.000911486920483413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0007439349781201005,-0.0009110111378805991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0007999513709024009,-0.0009221867760606968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.00086277837870034,-0.0009438707528790086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0009296797060782316,-0.0009749701392722278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0009983147259125733,-0.0010144781985161905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0010668396392321238,-0.0010615068163564462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0011339916613420115,-0.0011153140776157394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.001199151921701497,-0.0011753259001020915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0012623834248987643,-0.001241150845788793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0013244412954316748,-0.0013125874865394533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0013867535972669296,-0.0013896239987615227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0014513722466436545,-0.0014724299876047453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0015208948793065322,-0.0015613408839408073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0015983599381719366,-0.0016568356020638126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0016871186539561059,-0.0017595084775128764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0017906889341462538,-0.0018700368069230096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.001912597387351148,-0.00198914556998888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0020562167238627506,-0.0021175711131611163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0022246065267488447,-0.0022560257030774557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0024203658260600596,-0.0024051649049486026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.002645505987564918,-0.0025655597002665793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0029013521162733237,-0.002737675126007885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003188480459377167,-0.002921856994670205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003506698176551139,-0.0031183279459018783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0038550703501621826,-0.0033271936952363806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.004231997275354307,-0.003548459896609845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.004635342960145757,-0.0037820595396050923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.005062613455279302,-0.004027890279442296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.005511181213481993,-0.0042858605696134144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.005978549249596169,-0.004555942957088234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.006462646544957207,-0.004838232431946532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.006962144021510681,-0.005133007320134055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.007476778610484525,-0.005440789891074768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.008007671555680699,-0.005762403639514031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.008557626208134985,-0.006099024107901483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009131390254640458,-0.0064522201519054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009735867623292475,-0.006823982722135687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.01038026624573565,-0.007216738539060548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.011076169422175874,-0.007633346468828892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.011837520697689886,-0.008077074952962685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.012680514855714748,-0.008551559486994036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.01362339078001476,-0.009060739859699731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.014686125420340486,-0.009608777629310089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.015890031791255893,-0.010199955096800394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.017257267696613083,-0.010838557808263314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.018810265554561043,-0.011528743347208107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.02057109714927677,-0.012274399833206365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.022560790210411106,-0.013078998097605831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.024798616286024422,-0.013945441935610429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.02730137131364526,-0.014875921116994317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03008267151428622,-0.01587177196069286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03315228767046495,-0.01693335023328101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03651554046684771,-0.018059920916252935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.04017277836884291,-0.01924956900707514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.044118957521036894,-0.02049913498574018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.048343340426315856,-0.021804177909580013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
