fan_eff_mod,fan_flow_mod,LPC_eff_mod,LPC_flow_mod,HPC_eff_mod,HPC_flow_mod,HPT_eff_mod,HPT_flow_mod,LPT_eff_mod,LPT_flow_mod
0.0,0.0,0.0,0.0,0.0,0.0,-0.0003166995510939573,0.0,-0.0002571489232015144,-0.0008057630394707489
0.0,0.0,0.0,0.0,0.0,0.0,-0.0003220610987415065,0.0,-0.00027398992588905345,-0.000811076834251643
0.0,0.0,0.0,0.0,0.0,0.0,-0.000330527668561331,0.0,-0.0002924884004370993,-0.0008196186030776289
0.0,0.0,0.0,0.0,0.0,0.0,-0.00034189227382118437,0.0,-0.0003124239527091022,-0.0008310824663027589
0.0,0.0,0.0,0.0,0.0,0.0,-0.00035592472503511515,0.0,-0.00033357867719008847,-0.0008451531246870566
0.0,0.0,0.0,0.0,0.0,0.0,-0.0003723750372680713,0.0,-0.0003557400073275403,-0.0008615110049463924
0.0,0.0,0.0,0.0,0.0,0.0,-0.00039097713999471486,0.0,-0.00037870343039938777,-0.000879837315419121
0.0,0.0,0.0,0.0,0.0,0.0,-0.00041145282614139756,0.0,-0.0004022750243960118,-0.0008998189063541637
0.0,0.0,0.0,0.0,0.0,0.0,-0.0004335158719171463,0.0,-0.0004262737778907666,-0.0009211528353281267
0.0,0.0,0.0,0.0,0.0,0.0,-0.0004568762554216009,0.0,-0.00045053365808464833,-0.0009435505471281163
0.0,0.0,0.0,0.0,0.0,0.0,-0.0004812443999049488,0.0,-0.00047490539705011183,-0.000966741588885179
0.0,0.0,0.0,0.0,0.0,0.0,-0.0005063353670036904,0.0,-0.0004992579715626952,-0.0009904767950179114
0.0,0.0,0.0,0.0,0.0,0.0,-0.0005318729263083766,0.0,-0.0005234797576768372,-0.001014530892270354
0.0,0.0,0.0,0.0,0.0,0.0,-0.000557593430214354,0.0,-0.0005474793472522417,-0.0010387044923541077
0.0,0.0,0.0,0.0,0.0,0.0,-0.0005832494271094033,0.0,-0.0005711860198384128,-0.0010628254579236117
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006086129514619235,0.0,-0.0005945498695466094,-0.0010867496462721505
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006334784361632629,0.0,-0.0006175415926529552,-0.0011103610536501453
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006576652003798119,0.0,-0.0006401519475591666,-0.0011335714008841409
0.0,0.0,0.0,0.0,0.0,0.0,-0.0006810194749983975,0.0,-0.00066239090427177,-0.0011563192174291613
0.0,0.0,0.0,0.0,0.0,0.0,-0.0007034159372840381,0.0,-0.0006842865056440118,-0.0011785684955637455
0.0,0.0,0.0,0.0,0.0,0.0,-0.0007247587363878041,0.0,-0.0007058834671609799,-0.0012003069986234061
0.0,0.0,0.0,0.0,0.0,0.0,-0.0007449820016004604,0.0,-0.0007272415459643204,-0.0012215443165289556
0.0,0.0,0.0,0.0,0.0,0.0,-0.0007640498355054167,0.0,-0.0007484337130430148,-0.0012423097680327
0.0,0.0,0.0,0.0,0.0,0.0,-0.0007819558041999011,0.0,-0.0007695441650209167,-0.001262650251824214
0.0,0.0,0.0,0.0,0.0,0.0,-0.0007987219462979147,0.0,-0.0007906662137206714,-0.0012826281477483531
0.0,0.0,0.0,0.0,0.0,0.0,-0.0008143973312884547,0.0,-0.000811900092670831,-0.0013023193648581295
0.0,0.0,0.0,0.0,0.0,0.0,-0.0008290562058031921,0.0,-0.0008333507199557674,-0.0013218116249396786
0.0,0.0,0.0,0.0,0.0,0.0,-0.0008427957732865597,0.0,-0.000855125456312439,-0.001341203058708937
0.0,0.0,0.0,0.0,0.0,0.0,-0.0008557336583193357,0.0,-0.0008773318961926939,-0.0013606011774191878
0.0,0.0,0.0,0.0,0.0,0.0,-0.0008680051113236129,0.0,-0.0009000757276877824,-0.0013801222655685803
0.0,0.0,0.0,0.0,0.0,0.0,-0.0008797600125072787,0.0,-0.000923458694817817,-0.001399891221287002
0.0,0.0,0.0,0.0,0.0,0.0,-0.0008911597356568448,0.0,-0.0009475766927946154,-0.0014200418504345036
0.0,0.0,0.0,0.0,0.0,0.0,-0.000902373932769857,0.0,-0.0009725180235521699,-0.0014407175991325225
0.0,0.0,0.0,0.0,0.0,0.0,-0.0009135772995691723,0.0,-0.000998361835186761,-0.0014620726880989203
0.0,0.0,0.0,0.0,0.0,0.0,-0.0009249463797399615,0.0,-0.0010251767650463152,-0.0014842735915095162
0.0,0.0,0.0,0.0,0.0,0.0,-0.0009366564623792405,0.0,-0.0010530198021377775,-0.0015075007838961586
0.0,0.0,0.0,0.0,0.0,0.0,-0.0011129344487942284,0.0,-0.0011663591448643359,-0.0014420829142164308
0.0,0.0,0.0,0.0,0.0,0.0,-0.001140755414780567,0.0,-0.0011735803224315027,-0.0015663330840229575
0.0,0.0,0.0,0.0,0.0,0.0,-0.0011694558793754256,0.0,-0.0011842055025927504,-0.0016807623299625002
0.0,0.0,0.0,0.0,0.0,0.0,-0.001199033412246486,0.0,-0.0011982753821658985,-0.001785888367893395
0.0,0.0,0.0,0.0,0.0,0.0,-0.0012295100090716174,0.0,-0.001215820701910104,-0.00188280531803117
0.0,0.0,0.0,0.0,0.0,0.0,-0.0012609326454760665,0.0,-0.0012368627949262058,-0.0019732042130278793
0.0,0.0,0.0,0.0,0.0,0.0,-0.0012933731915669559,0.0,-0.0012614142473309886,-0.00205938183706214
0.0,0.0,0.0,0.0,0.0,0.0,-0.001326927655789844,0.0,-0.00128947968117572,-0.0021442371305898317
0.0,0.0,0.0,0.0,0.0,0.0,-0.0013617147420548169,0.0,-0.001321056669683202,-0.002231254643618054
0.0,0.0,0.0,0.0,0.0,0.0,-0.0013978737203955678,0.0,-0.0013561367939779092,-0.002324474790187686
0.0,0.0,0.0,0.0,0.0,0.0,-0.0014355616284452968,0.0,-0.0013947068484574839,-0.0024284509420892447
0.0,0.0,0.0,0.0,0.0,0.0,-0.0014749498382983376,0.0,-0.001436750198747788,-0.002548193693993997
0.0,0.0,0.0,0.0,0.0,0.0,-0.0015162200404159536,0.0,-0.0014822482917649128,-0.002689102928011707
0.0,0.0,0.0,0.0,0.0,0.0,-0.0015595597126658348,0.0,-0.0015311823118433602,-0.0028568885958262895
0.0,0.0,0.0,0.0,0.0,0.0,-0.0016051571578834932,0.0,-0.0015835349702680865,-0.0030574814135935703
0.0,0.0,0.0,0.0,0.0,0.0,-0.001653196207066707,0.0,-0.0016392924080444226,-0.0032969349214723837
0.0,0.0,0.0,0.0,0.0,0.0,-0.0017038506970421161,0.0,-0.0016984461835927262,-0.0035813205891541675
0.0,0.0,0.0,0.0,0.0,0.0,-0.0017572788407998689,0.0,-0.001760995308522266,-0.003916617844777024
0.0,0.0,0.0,0.0,0.0,0.0,-0.0018136176153658314,0.0,-0.0018269482860797921,-0.004308601061660457
0.0,0.0,0.0,0.0,0.0,0.0,-0.0018729772958180097,0.0,-0.0018963250986175897,-0.004762725650815697
0.0,0.0,0.0,0.0,0.0,0.0,-0.0019354362646847225,0.0,-0.001969159082900827,-0.005284015473686941
0.0,0.0,0.0,0.0,0.0,0.0,-0.002001036223396471,0.0,-0.002045498625641659,-0.00587695380676719
0.0,0.0,0.0,0.0,0.0,0.0,-0.002069777926699121,0.0,-0.002125408606729993,-0.0065453800565939985
0.0,0.0,0.0,0.0,0.0,0.0,-0.002141617552060637,0.0,-0.0022089715145641392,-0.007292394340423842
0.0,0.0,0.0,0.0,0.0,0.0,-0.002216463804292865,0.0,-0.002296288157020263,-0.008120271916234727
0.0,0.0,0.0,0.0,0.0,0.0,-0.0022941758411195996,0.0,-0.002387477893196991,-0.00903038926843034
0.0,0.0,0.0,0.0,0.0,0.0,-0.002374562088594605,0.0,-0.0024826783153354924,-0.010023163436804969
0.0,0.0,0.0,0.0,0.0,0.0,-0.0024573799965049536,0.0,-0.0025820443173611377,-0.011098005921101812
0.0,0.0,0.0,0.0,0.0,0.0,-0.002542336763657165,0.0,-0.002685746496356284,-0.012253292207914414
0.0,0.0,0.0,0.0,0.0,0.0,-0.0026290910417327744,0.0,-0.002793968845864528,-0.013486347657631684
0.0,0.0,0.0,0.0,0.0,0.0,-0.00271725560475917,0.0,-0.0029069057150845454,-0.014793450163977536
0.0,0.0,0.0,0.0,0.0,0.0,-0.0028064009497163773,0.0,-0.0030247580254352136,-0.01616984966529391
0.0,0.0,0.0,0.0,0.0,0.0,-0.0028960597729419846,0.0,-0.0031477287553096324,-0.017609804252956072
0.0,0.0,0.0,0.0,0.0,0.0,-0.0029857322473313334,0.0,-0.0032760177245786705,-0.019106632296096524
0.0,0.0,0.0,0.0,0.0,0.0,-0.0030748920073638882,0.0,-0.0034098157320373588,-0.020652779690728887
0.0,0.0,0.0,0.0,0.0,0.0,-0.003162992733160829,0.0,-0.0035492981208748034,-0.02223990105249811
0.0,0.0,0.0,0.0,0.0,0.0,-0.00041217956060792134,0.0,-0.00033923946744526205,-0.00016913325523297464
0.0,0.0,0.0,0.0,0.0,0.0,-0.0004249251425307234,0.0,-0.0003511331576195858,-0.00016500458933102393
0.0,0.0,0.0,0.0,0.0,0.0,-0.0004393921914824725,0.0,-0.00036346048370601526,-0.00016433676420356648
0.0,0.0,0.0,0.0,0.0,0.0,-0.0004554430513185584,0.0,-0.0003761785452461911,-0.00016690435393497405
0.0,0.0,0.0,0.0,0.0,0.0,-0.0004729426425772922,0.0,-0.0003892706499292061,-0.0001724768152243819
0.0,0.0,0.0,0.0,0.0,0.0,-0.000491760447133538,0.0,-0.000402746276714069,-0.0001808223675496992
0.0,0.0,0.0,0.0,0.0,0.0,-0.0005117723106410094,0.0,-0.0004166404457589686,-0.00019171169571433402
0.0,0.0,0.0,0.0,0.0,0.0,-0.0005328620280364035,0.0,-0.0004310125059465782,-0.0002049213983201614
0.0,0.0,0.0,0.0,0.0,0.0,-0.000554922682611303,0.0,-0.000445944364156306,-0.00022023711355870267
0.0,0.0,0.0,0.0,0.0,0.0,-0.0005778577151268405,0.0,-0.00046153819338157513,-0.00023745626357222485
